院校代码,院校,年份,口径,专业/学科,总分线,官方URL,核对说明
10288,南京理工大学,2025,分专业复试线,软件工程(专硕),340,https://gs.njust.edu.cn/zsw/63/17/c4585a353047/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2026,分专业复试线,软件工程(专硕),360,https://gs.njust.edu.cn/zsw/84/58/c4585a361560/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2024,分专业复试线,金融学(学硕),346,https://gs.njust.edu.cn/c3/64/c14687a312164/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2025,分专业复试线,金融学(学硕),354,https://gs.njust.edu.cn/zsw/63/17/c4585a353047/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2026,分专业复试线,金融学(学硕),381,https://gs.njust.edu.cn/zsw/84/58/c4585a361560/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2024,分专业复试线,金融(专硕),366,https://gs.njust.edu.cn/c3/64/c14687a312164/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2025,分专业复试线,金融(专硕),352,https://gs.njust.edu.cn/zsw/63/17/c4585a353047/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2026,分专业复试线,金融(专硕),365,https://gs.njust.edu.cn/zsw/84/58/c4585a361560/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2024,分专业复试线,法学(学硕),345,https://gs.njust.edu.cn/c3/64/c14687a312164/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2025,分专业复试线,法学(学硕),323,https://gs.njust.edu.cn/zsw/63/17/c4585a353047/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2026,分专业复试线,法学(学硕),343,https://gs.njust.edu.cn/zsw/84/58/c4585a361560/page.htm,官方网页表格逐字核录（分专业口径）
10293,南京邮电大学,2024,分专业复试线,信息与通信工程(学硕),307,https://yzb.njupt.edu.cn/2024/0622/c7813a269521/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2025,分专业复试线,信息与通信工程(学硕),300,https://yzb.njupt.edu.cn/2025/0526/c7813a284312/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2026,分专业复试线,信息与通信工程(学硕),315,https://yzb.njupt.edu.cn/2026/0529/c7813a302875/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2024,分专业复试线,计算机科学与技术(学硕),341,https://yzb.njupt.edu.cn/2024/0622/c7813a269521/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2025,分专业复试线,计算机科学与技术(学硕),289,https://yzb.njupt.edu.cn/2025/0526/c7813a284312/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2026,分专业复试线,计算机科学与技术(学硕),303,https://yzb.njupt.edu.cn/2026/0529/c7813a302875/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2024,分专业复试线,计算机技术(专硕),339,https://yzb.njupt.edu.cn/2024/0622/c7813a269521/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2025,分专业复试线,计算机技术(专硕),339,https://yzb.njupt.edu.cn/2025/0526/c7813a284312/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2026,分专业复试线,计算机技术(专硕),339,https://yzb.njupt.edu.cn/2026/0529/c7813a302875/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2024,分专业复试线,金融学(学硕),342,https://yzb.njupt.edu.cn/2024/0622/c7813a269521/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2025,分专业复试线,金融学(学硕),323,https://yzb.njupt.edu.cn/2025/0526/c7813a284312/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2026,分专业复试线,金融学(学硕),356,https://yzb.njupt.edu.cn/2026/0529/c7813a302875/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2024,分专业复试线,教育学(学硕),376,https://yzb.njupt.edu.cn/2024/0622/c7813a269521/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2025,分专业复试线,教育学(学硕),341,https://yzb.njupt.edu.cn/2025/0526/c7813a284312/page.htm,官方公告原文核录（分学院/专业口径）
10293,南京邮电大学,2026,分专业复试线,教育学(学硕),347,https://yzb.njupt.edu.cn/2026/0529/c7813a302875/page.htm,官方公告原文核录（分学院/专业口径）
10486,武汉大学,2026,自划线-分培养单位复试线,计算机科学与技术(学硕),295,https://wdyz.whu.edu.cn/wuhandaxue2026nianshuoshiyanjiushengzhaoshengkaoshifushijibenfenshuxianjixiangguanshuoming_3.20wanzhenggongbu.pdf,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2026,自划线-分培养单位复试线,信息与通信工程(学硕),350,https://wdyz.whu.edu.cn/wuhandaxue2026nianshuoshiyanjiushengzhaoshengkaoshifushijibenfenshuxianjixiangguanshuoming_3.20wanzhenggongbu.pdf,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2026,自划线-分培养单位复试线,机械工程(学硕),310,https://wdyz.whu.edu.cn/wuhandaxue2026nianshuoshiyanjiushengzhaoshengkaoshifushijibenfenshuxianjixiangguanshuoming_3.20wanzhenggongbu.pdf,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2026,自划线-分培养单位复试线,计算机技术(专硕),350,https://wdyz.whu.edu.cn/wuhandaxue2026nianshuoshiyanjiushengzhaoshengkaoshifushijibenfenshuxianjixiangguanshuoming_3.20wanzhenggongbu.pdf,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2026,自划线-分培养单位复试线,金融学(学硕),380,https://wdyz.whu.edu.cn/wuhandaxue2026nianshuoshiyanjiushengzhaoshengkaoshifushijibenfenshuxianjixiangguanshuoming_3.20wanzhenggongbu.pdf,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2026,自划线-分培养单位复试线,金融(专硕),380,https://wdyz.whu.edu.cn/wuhandaxue2026nianshuoshiyanjiushengzhaoshengkaoshifushijibenfenshuxianjixiangguanshuoming_3.20wanzhenggongbu.pdf,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2026,自划线-分培养单位复试线,法学(学硕),360,https://wdyz.whu.edu.cn/wuhandaxue2026nianshuoshiyanjiushengzhaoshengkaoshifushijibenfenshuxianjixiangguanshuoming_3.20wanzhenggongbu.pdf,官方PDF/网页表格核录（分培养单位口径）
10701,西安电子科技大学,2026,分专业复试线,信息与通信工程(学硕),345,https://ste.xidian.edu.cn/info/1337/14876.htm,官方网页表格逐字核录（分专业口径）
